	Index	Gene_name	Gene_list_number	Gene_list_index	Source	Ensembl_gene_id	Ensembl_transcript_id	RefSeq_mRNA_id	Organism	HGNC_symbol	Alias	Info
1686	1687	Ndufa2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000014294	ENSMUST00000014438	NM_010885	mouse	NDUFA2		down
1687	1688	Sh3bp5	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000021892	ENSMUST00000140002|ENSMUST00000091903|ENSMUST00000100730|ENSMUST00000147586	NM_001347585|NM_011894	mouse	SH3BP5		down
1688	1689	Mrpl20	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000029066	ENSMUST00000143503|ENSMUST00000130188|ENSMUST00000184339|ENSMUST00000030942|ENSMUST00000185148|ENSMUST00000137487	NM_025570	mouse	MRPL20		down
1689	1690	Arl2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000024944	ENSMUST00000235200|ENSMUST00000236138|ENSMUST00000025893|ENSMUST00000134821|ENSMUST00000123193	NM_019722	mouse	ARL2		down
1690	1691	Bcl7c	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000030814	ENSMUST00000205977|ENSMUST00000106282|ENSMUST00000153277|ENSMUST00000144103|ENSMUST00000206200|ENSMUST00000207019|ENSMUST00000061468	NM_009746|NM_001347652	mouse	BCL7C		down
1691	1692	Pdrg1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000027472	ENSMUST00000151392|ENSMUST00000152072|ENSMUST00000140325|ENSMUST00000028972|ENSMUST00000140853|ENSMUST00000124220|ENSMUST00000123083|ENSMUST00000150545	NM_178939	mouse	PDRG1		down
1692	1693	Psmb5	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000022193	ENSMUST00000022803|ENSMUST00000227257	NM_011186	mouse	PSMB5		down
1693	1694	Psmb3	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000069744	ENSMUST00000103147|ENSMUST00000129197|ENSMUST00000138265	NM_011971	mouse	PSMB3		down
1694	1695	Cox14	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000023020	ENSMUST00000238530|ENSMUST00000023761	NM_183256	mouse	COX14		down
1695	1696	Pofut2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000020260	ENSMUST00000217993|ENSMUST00000218672|ENSMUST00000218117|ENSMUST00000218064|ENSMUST00000020493|ENSMUST00000219376	NM_030262	mouse	POFUT2		down
1696	1697	Rpl28	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000030432	ENSMUST00000129888|ENSMUST00000126794|ENSMUST00000032597|ENSMUST00000206617|ENSMUST00000078432	NM_009081	mouse	RPL28		down
1697	1698	Rpl11	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000059291	ENSMUST00000142440|ENSMUST00000150565|ENSMUST00000153223|ENSMUST00000133613|ENSMUST00000137580|ENSMUST00000102536|ENSMUST00000147059|ENSMUST00000155873|ENSMUST00000128733|ENSMUST00000125726	NM_025919	mouse	RPL11		down
1698	1699	Dusp14	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000018648	ENSMUST00000100705|ENSMUST00000164891|ENSMUST00000018792|ENSMUST00000108101|ENSMUST00000138208	NM_001408746|NM_001408745|NM_001408743|NM_019819|NM_001408744	mouse	DUSP14		down
1699	1700	Hnrnpab	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000020358	ENSMUST00000101249|ENSMUST00000074669|ENSMUST00000109103	NM_001048061|NM_010448	mouse	HNRNPAB		down
1700	1701	Snhg15	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000085156	ENSMUST00000245113|ENSMUST00000245397|ENSMUST00000241845|ENSMUST00000124818|ENSMUST00000129570|ENSMUST00000246248|ENSMUST00000134527|ENSMUST00000147762|ENSMUST00000242258		mouse			down
1701	1702	Cycs	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000063694	ENSMUST00000161401|ENSMUST00000077766	NM_007808	mouse			down
1702	1703	COX3	25	all_sig_genes_35904237	PMID: 35904237	mt-Co3	ENSMUST00000082409		mouse			down
1703	1704	Rrs1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000061024	ENSMUST00000072079	NM_021511	mouse	RRS1		down
1704	1705	Dad1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000022174	ENSMUST00000022781|ENSMUST00000128231	NM_010015|NM_001113358	mouse	DAD1		down
1705	1706	Lmcd1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000057604	ENSMUST00000032376	NM_144799	mouse	LMCD1		down
1706	1707	Snrpd2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000040824	ENSMUST00000206766|ENSMUST00000049294	NM_026943	mouse	SNRPD2		down
1707	1708	Steap1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000015652	ENSMUST00000015796|ENSMUST00000169542	NM_027399	mouse	STEAP1B		down
1708	1709	Arpc3	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000029465	ENSMUST00000148913|ENSMUST00000126247|ENSMUST00000031421|ENSMUST00000102525|ENSMUST00000141395|ENSMUST00000196969|ENSMUST00000111713|ENSMUST00000111716	NM_019824	mouse	ARPC3		down
1709	1710	Bola2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000047721	ENSMUST00000206275|ENSMUST00000130498|ENSMUST00000052145|ENSMUST00000144571|ENSMUST00000106369	NM_175103	mouse	BOLA2		down
1710	1711	Ecrg4	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000026051	ENSMUST00000027217	NM_024283	mouse	ECRG4		down
1711	1712	Tmem251	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000046675	ENSMUST00000057416	NM_177140	mouse	TMEM251		down
1712	1713	Micall2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000036718	ENSMUST00000164584|ENSMUST00000170773|ENSMUST00000044642|ENSMUST00000165645	NM_174850	mouse	MICALL2		down
1713	1714	Fau	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000038274	ENSMUST00000043074|ENSMUST00000237859|ENSMUST00000236021|ENSMUST00000236217|ENSMUST00000236336|ENSMUST00000178310|ENSMUST00000236976|ENSMUST00000179142|ENSMUST00000237840	NM_007990|NM_001160239|NM_001190436	mouse	FAU		down
1714	1715	Mgst3	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000026688	ENSMUST00000028005	NM_025569	mouse	MGST3		down
1715	1716	Zcrb1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000022635	ENSMUST00000159723|ENSMUST00000159719|ENSMUST00000160407|ENSMUST00000161955|ENSMUST00000161409|ENSMUST00000162160|ENSMUST00000159105|ENSMUST00000076070	NM_001347097|NM_026025	mouse	ZCRB1		down
1716	1717	Rpl36a	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000079435	ENSMUST00000170828|ENSMUST00000113211|ENSMUST00000149857|ENSMUST00000172023|ENSMUST00000169457|ENSMUST00000152266	NM_019865	mouse			down
1717	1718	Smagp	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000053559	ENSMUST00000230280|ENSMUST00000229307|ENSMUST00000172334|ENSMUST00000066068|ENSMUST00000230517|ENSMUST00000229965	NM_001285413|NM_001285414|NM_001033872|NM_174992	mouse	SMAGP		down
1718	1719	Ntmt1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000026857	ENSMUST00000041830|ENSMUST00000127566|ENSMUST00000152374|ENSMUST00000128509|ENSMUST00000138889|ENSMUST00000126037|ENSMUST00000143970|ENSMUST00000128303|ENSMUST00000129712	NM_001356433|NM_001356435|NM_170592|NM_001356437|NM_001356434	mouse	NTMT1		down
1719	1720	Bri3	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000047843	ENSMUST00000056578|ENSMUST00000110695|ENSMUST00000155491	NM_018772|NM_001163709	mouse	BRI3		down
1720	1721	Atp5g3	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000018770	ENSMUST00000142768|ENSMUST00000155474|ENSMUST00000018914|ENSMUST00000111996|ENSMUST00000131045	NM_001301722|NM_175015|NM_001301721	mouse	ATP5MC3		down
1721	1722	Naa38	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000059278	ENSMUST00000082283|ENSMUST00000142126|ENSMUST00000144531|ENSMUST00000124932	NM_030083	mouse	NAA38		down
1722	1723	Ankrd9	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000037904	ENSMUST00000043459|ENSMUST00000128353|ENSMUST00000135131|ENSMUST00000140788|ENSMUST00000148765|ENSMUST00000144882|ENSMUST00000142012	NM_001361916|NM_001361917|NM_175207	mouse	ANKRD9		down
1723	1724	Rpl27a	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000046364	ENSMUST00000132877|ENSMUST00000156921|ENSMUST00000143107|ENSMUST00000149143|ENSMUST00000053298|ENSMUST00000174303	NM_011975	mouse	RPL27A		down
1724	1725	Rpl37	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000041841	ENSMUST00000227111|ENSMUST00000226758|ENSMUST00000045356|ENSMUST00000227635|ENSMUST00000227463|ENSMUST00000227674	NM_026069	mouse			down
1725	1726	Rplp1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000007892	ENSMUST00000008036	NM_018853	mouse	RPLP1		down
1726	1727	Atp5j2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000038690	ENSMUST00000162360|ENSMUST00000037056|ENSMUST00000161741|ENSMUST00000200584|ENSMUST00000161845	NM_020582	mouse	ATP5MF		down
1727	1728	Mapkapk2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000016528	ENSMUST00000016672|ENSMUST00000188459	NM_008551	mouse	MAPKAPK2		down
1728	1729	Pin1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000032171	ENSMUST00000034689	NM_001364495|NM_023371	mouse	PIN1		down
1729	1730	Gimap6	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000047867	ENSMUST00000132725|ENSMUST00000126422|ENSMUST00000053661|ENSMUST00000119315	NM_153175	mouse	GIMAP6		down
1730	1731	Uqcc2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000024208	ENSMUST00000145148|ENSMUST00000025045|ENSMUST00000119227|ENSMUST00000118613	NM_026063|NM_001364944	mouse	UQCC2		down
1731	1732	Elob	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000055839	ENSMUST00000233519|ENSMUST00000233483|ENSMUST00000233857|ENSMUST00000069579|ENSMUST00000233882|ENSMUST00000233593|ENSMUST00000232702|ENSMUST00000233796	NM_026305	mouse	ELOB		down
1732	1733	Hint1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000020267	ENSMUST00000117710|ENSMUST00000020504	NM_008248	mouse	HINT1		down
1733	1734	Rpl30	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000058600	ENSMUST00000136653|ENSMUST00000142643|ENSMUST00000135417|ENSMUST00000009039|ENSMUST00000079735|ENSMUST00000140527	NM_009083|NM_001163485	mouse	RPL30		down
1734	1735	Cox5b	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000061518	ENSMUST00000192859|ENSMUST00000193210|ENSMUST00000195151|ENSMUST00000191790|ENSMUST00000081180|ENSMUST00000193235	NM_009942	mouse	COX5B		down
1735	1736	Nedd8	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000010376	ENSMUST00000163750|ENSMUST00000010520|ENSMUST00000228414|ENSMUST00000227250|ENSMUST00000227157	NM_008683	mouse	NEDD8		down
1736	1737	Rpl41	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000093674	ENSMUST00000176966|ENSMUST00000177163|ENSMUST00000176184|ENSMUST00000176683|ENSMUST00000176906|ENSMUST00000176010|ENSMUST00000177513	NM_018860	mouse			down
1737	1738	Romo1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000067847	ENSMUST00000109598|ENSMUST00000109597|ENSMUST00000119950|ENSMUST00000088610	NM_001164217|NM_001164216|NM_025946	mouse	ROMO1		down
1738	1739	Atpif1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000054428	ENSMUST00000145795|ENSMUST00000152993|ENSMUST00000067496	NM_007512	mouse	ATP5IF1		down
1739	1740	Atp5l	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000038717	ENSMUST00000213999|ENSMUST00000043675|ENSMUST00000216380|ENSMUST00000216815	NM_013795	mouse	ATP5MGL		down
1740	1741	Rpl36	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000057863	ENSMUST00000080492	NM_018730	mouse	RPL36		down
1741	1742	Psmc5	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000020708	ENSMUST00000021049|ENSMUST00000133131	NM_008950	mouse	PSMC5		down
1742	1743	Rpl29	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000048758	ENSMUST00000217081|ENSMUST00000098994|ENSMUST00000214067|ENSMUST00000150576|ENSMUST00000059802|ENSMUST00000213448	NM_001324534|NM_009082|NM_001324533	mouse	RPL29		down
1743	1744	Rpl27	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000063316	ENSMUST00000152162|ENSMUST00000077856|ENSMUST00000139939|ENSMUST00000127514|ENSMUST00000107249	NM_011289	mouse	RPL27		down
1744	1745	Alkbh6	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000042831	ENSMUST00000148858|ENSMUST00000132193|ENSMUST00000139121|ENSMUST00000143369|ENSMUST00000137550|ENSMUST00000144951|ENSMUST00000135319|ENSMUST00000060834|ENSMUST00000137870|ENSMUST00000135882|ENSMUST00000136887	NM_198027	mouse	ALKBH6		down
1745	1746	Fam104a	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000041629	ENSMUST00000120194	NM_138598	mouse	FAM104B		down
1746	1747	Rpl18	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000059070	ENSMUST00000209867|ENSMUST00000209556|ENSMUST00000209693|ENSMUST00000072503|ENSMUST00000211325|ENSMUST00000211425|ENSMUST00000211061|ENSMUST00000211435|ENSMUST00000209287|ENSMUST00000209723|ENSMUST00000210640	NM_009077	mouse			down
1747	1748	Galk1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000020766	ENSMUST00000021114	NM_016905	mouse	GALK1		down
1748	1749	S1pr3	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000067586	ENSMUST00000087978	NM_010101	mouse	S1PR3		down
1749	1750	Heyl	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000032744	ENSMUST00000127172|ENSMUST00000151870|ENSMUST00000040821	NM_013905	mouse	HEYL		down
1750	1751	Mbd3	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000035478	ENSMUST00000105347|ENSMUST00000092295|ENSMUST00000105348|ENSMUST00000142997|ENSMUST00000125618|ENSMUST00000105349	NM_001306143|NM_013595	mouse	MBD3		down
1751	1752	Grhpr	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000035637	ENSMUST00000151148|ENSMUST00000143589|ENSMUST00000151631|ENSMUST00000045078|ENSMUST00000150394|ENSMUST00000128973	NM_001312880|NM_080289	mouse	GRHPR		down
1752	1753	Epn3	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000010080	ENSMUST00000150526|ENSMUST00000142992|ENSMUST00000010224|ENSMUST00000127305	NM_027984|NM_001361558	mouse	EPN3		down
1753	1754	Ccdc12	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000019659	ENSMUST00000198077|ENSMUST00000200296|ENSMUST00000019803|ENSMUST00000195979|ENSMUST00000196542|ENSMUST00000199687|ENSMUST00000196092|ENSMUST00000196347|ENSMUST00000200550|ENSMUST00000199611	NM_028312	mouse	CCDC12		down
1754	1755	C1qtnf2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000046491	ENSMUST00000173002|ENSMUST00000057679|ENSMUST00000151912	NM_026979	mouse	C1QTNF2		down
1755	1756	Sub1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000022205	ENSMUST00000110504|ENSMUST00000134414|ENSMUST00000022816|ENSMUST00000129533	NM_011294	mouse	SUB1		down
1756	1757	Edem2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000038312	ENSMUST00000148571|ENSMUST00000139868|ENSMUST00000040833|ENSMUST00000131350	NM_145537	mouse	EDEM2		down
1757	1758	Sem1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000042541	ENSMUST00000041111|ENSMUST00000205180	NM_009169	mouse	SEM1		down
1758	1759	Rps28	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000067288	ENSMUST00000173480|ENSMUST00000166693|ENSMUST00000173879|ENSMUST00000234017|ENSMUST00000173844|ENSMUST00000174788|ENSMUST00000087342|ENSMUST00000173019	NM_001355384|NM_016844	mouse	RPS28		down
1759	1760	Selenow	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000041571	ENSMUST00000044355	NM_009156	mouse	SELENOW		down
1760	1761	Ndufs6	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000021606	ENSMUST00000223293|ENSMUST00000222930|ENSMUST00000022097|ENSMUST00000147407	NM_010888	mouse	NDUFS6		down
1761	1762	Traf4	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000017386	ENSMUST00000148218|ENSMUST00000149437|ENSMUST00000017530	NM_009423	mouse	TRAF4		down
1762	1763	Rpl31	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000073702	ENSMUST00000191855|ENSMUST00000086535|ENSMUST00000179954|ENSMUST00000195123|ENSMUST00000178079|ENSMUST00000194746	NM_001252219|NM_001252218|NM_053257	mouse			down
1763	1764	Timm8b	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000039016	ENSMUST00000044051	NM_013897	mouse	TIMM8B		down
1764	1765	Ptms	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000030122	ENSMUST00000203422|ENSMUST00000204671|ENSMUST00000181150|ENSMUST00000134916|ENSMUST00000032216	NM_026988	mouse	PTMS		down
1765	1766	Bcar1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000031955	ENSMUST00000212349|ENSMUST00000166232|ENSMUST00000212147	NM_001198839|NM_009954	mouse	BCAR1		down
1766	1767	Map2k2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000035027	ENSMUST00000220329|ENSMUST00000048223|ENSMUST00000105331|ENSMUST00000218571|ENSMUST00000136743|ENSMUST00000123241|ENSMUST00000123888|ENSMUST00000128937|ENSMUST00000143517	NM_001358539|NM_023138|NM_001347144	mouse	MAP2K2		down
1767	1768	Igfbp6	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000023046	ENSMUST00000023807	NM_008344	mouse	IGFBP6		down
1768	1769	Supt5	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000003435	ENSMUST00000209141|ENSMUST00000207563|ENSMUST00000207879|ENSMUST00000208243|ENSMUST00000003527|ENSMUST00000208726|ENSMUST00000209105|ENSMUST00000208367	NM_013676	mouse	SUPT5H		down
1769	1770	Scand1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000046229	ENSMUST00000079125	NM_020255	mouse	SCAND1		down
1770	1771	Rps27a	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000020460	ENSMUST00000147782|ENSMUST00000150739|ENSMUST00000143418|ENSMUST00000102845|ENSMUST00000102844	NM_024277|NM_001033865	mouse			down
1771	1772	Rpl35	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000062997	ENSMUST00000152441|ENSMUST00000126246|ENSMUST00000080861	NM_025592	mouse	RPL35		down
1772	1773	Ube2m	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000005575	ENSMUST00000165394|ENSMUST00000138357|ENSMUST00000131837|ENSMUST00000126827|ENSMUST00000123541|ENSMUST00000156389|ENSMUST00000005714|ENSMUST00000125964	NM_001243968|NM_145578|NM_001168469	mouse	UBE2M		down
1773	1774	Id1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000042745	ENSMUST00000109824|ENSMUST00000038368	NM_001355113|NM_010495|NM_001369018	mouse	ID1		down
1774	1775	Mrpl12	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000039640	ENSMUST00000137619|ENSMUST00000043627	NM_027204	mouse	MRPL12		down
1775	1776	Lsm7	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000035215	ENSMUST00000218119|ENSMUST00000218931|ENSMUST00000220225|ENSMUST00000218897|ENSMUST00000217781|ENSMUST00000217921|ENSMUST00000220406|ENSMUST00000035775|ENSMUST00000219421	NM_025349|NM_001359148|NM_001359149|NM_001359150	mouse	LSM7		down
1776	1777	Uqcrh	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000063882	ENSMUST00000127175|ENSMUST00000078676|ENSMUST00000142468|ENSMUST00000050580|ENSMUST00000134760	NM_025641	mouse	UQCRHL		down
1777	1778	B3gat3	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000071649	ENSMUST00000237071|ENSMUST00000235193|ENSMUST00000096243	NM_024256	mouse	B3GAT3		down
1778	1779	Ctps	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000028633	ENSMUST00000030381|ENSMUST00000140891|ENSMUST00000147980	NM_001355491|NM_016748	mouse	CTPS1		down
1779	1780	Cox6c	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000014313	ENSMUST00000153512|ENSMUST00000014457|ENSMUST00000155638|ENSMUST00000156915|ENSMUST00000127999|ENSMUST00000227231	NM_053071	mouse	COX6C		down
1780	1781	Tsen34	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000035585	ENSMUST00000108629|ENSMUST00000147288|ENSMUST00000108627|ENSMUST00000038521|ENSMUST00000139396|ENSMUST00000123088|ENSMUST00000142713|ENSMUST00000205287|ENSMUST00000205734|ENSMUST00000137204|ENSMUST00000155060|ENSMUST00000108630	NM_024168|NM_001164204|NM_001164205	mouse	TSEN34		down
1781	1782	Mrpl52	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000010406	ENSMUST00000010550|ENSMUST00000200217|ENSMUST00000199153|ENSMUST00000199689|ENSMUST00000196273|ENSMUST00000199195|ENSMUST00000228871	NM_026851	mouse	MRPL52		down
1782	1783	Mrpl38	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000020775	ENSMUST00000106439|ENSMUST00000142550|ENSMUST00000145655|ENSMUST00000124722|ENSMUST00000138457|ENSMUST00000133159	NM_024177	mouse	MRPL38		down
1783	1784	Cstb	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000005054	ENSMUST00000005185	NM_007793	mouse	CSTB		down
1784	1785	Prdx5	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000024953	ENSMUST00000238095|ENSMUST00000025904|ENSMUST00000145300|ENSMUST00000149261|ENSMUST00000173091	NM_001358444|NM_012021	mouse	PRDX5		down
1785	1786	Prdx2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000005161	ENSMUST00000005292|ENSMUST00000109734|ENSMUST00000143402|ENSMUST00000109733|ENSMUST00000164807|ENSMUST00000138748|ENSMUST00000127215|ENSMUST00000125893	NM_001317385|NM_011563	mouse	PRDX2		down
1786	1787	Pop4	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000030423	ENSMUST00000205959|ENSMUST00000206045|ENSMUST00000032585|ENSMUST00000206221|ENSMUST00000205753|ENSMUST00000205899	NM_025390	mouse	POP4		down
1787	1788	Eif5a	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000078812	ENSMUST00000108608|ENSMUST00000108609|ENSMUST00000070996|ENSMUST00000108612|ENSMUST00000108611|ENSMUST00000108610|ENSMUST00000164359|ENSMUST00000043419|ENSMUST00000108607|ENSMUST00000152589|ENSMUST00000108613|ENSMUST00000153652|ENSMUST00000071026	NM_001166589|NM_001166595|NM_001166590|NM_001166594|NM_181582|NM_001166592|NM_001166593|NM_001166596|NM_001166591	mouse			down
1788	1789	Galnt18	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000038296	ENSMUST00000049430|ENSMUST00000106663	NM_001360903|NM_173739	mouse	GALNT18		down
1789	1790	Hbb-bt	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000073940	ENSMUST00000098192	NM_008220	mouse			down
1790	1791	Ndufa4	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000029632	ENSMUST00000204978|ENSMUST00000204084|ENSMUST00000203801|ENSMUST00000204714|ENSMUST00000031637	NM_010886	mouse	NDUFA4		down
1791	1792	Eif1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000035530	ENSMUST00000152521|ENSMUST00000132618|ENSMUST00000151513|ENSMUST00000139846|ENSMUST00000049385	NM_011508	mouse			down
1792	1793	Cox8a	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000035885	ENSMUST00000237087|ENSMUST00000039758	NM_007750	mouse	COX8A		down
1793	1794	Cldn1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000022512	ENSMUST00000023154|ENSMUST00000232215	NM_016674	mouse	CLDN1		down
1794	1795	Nt5c	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000020736	ENSMUST00000125940|ENSMUST00000021082|ENSMUST00000106530|ENSMUST00000124778|ENSMUST00000130668	NM_015807	mouse	NT5C		down
1795	1796	Ssu72	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000029038	ENSMUST00000140322|ENSMUST00000105595|ENSMUST00000030905	NM_026899	mouse	SSU72		down
1796	1797	Wdr43	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000041057	ENSMUST00000234339|ENSMUST00000234581|ENSMUST00000235094|ENSMUST00000234560|ENSMUST00000047086|ENSMUST00000234933|ENSMUST00000234424|ENSMUST00000234794|ENSMUST00000234627|ENSMUST00000234947|ENSMUST00000234656	NM_175639	mouse	WDR43		down
1797	1798	Rps11	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000003429	ENSMUST00000211583|ENSMUST00000003521|ENSMUST00000211725|ENSMUST00000209838	NM_013725	mouse	RPS11		down
1798	1799	Psmb6	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000018286	ENSMUST00000128870|ENSMUST00000145503|ENSMUST00000148535|ENSMUST00000018430	NM_008946	mouse	PSMB6		down
1799	1800	2410006H16Rik	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000086841	ENSMUST00000246496|ENSMUST00000246842|ENSMUST00000241865|ENSMUST00000247592|ENSMUST00000245108|ENSMUST00000246512|ENSMUST00000247296|ENSMUST00000131787|ENSMUST00000246942|ENSMUST00000241504|ENSMUST00000247222|ENSMUST00000247304|ENSMUST00000245938|ENSMUST00000246782|ENSMUST00000243638		mouse			down
1800	1801	Ranbp1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000005732	ENSMUST00000115645|ENSMUST00000123073|ENSMUST00000052325|ENSMUST00000134035	NM_011239	mouse	RANBP1		down
1801	1802	Fkbp2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000056629	ENSMUST00000237119|ENSMUST00000238181|ENSMUST00000070878|ENSMUST00000177752	NM_001360286|NM_008020|NM_001360288|NM_001370419|NM_001166368	mouse			down
